ssndataquality,dobdataquality,firstentrydate,state,matchingpersonalid,isbcpp,isbcpes,istlp,ismgh,issop,whenupdateddate,cleandashage,cleandashrace,cleandashethnicity,cleandashgender
99,99,8/21/2015,ct,540,,1,,,,20424,17,4,1,
99,1,9/10/2015,ct,541,,1,,,,20405,16,4,1,
99,99,9/18/2015,ct,542,,1,,,,20426,15,5,1,
99,99,10/9/2015,ct,543,,1,,,,20426,14,2,,
99,99,8/10/2015,ct,544,,1,,,,20426,17,5,,1
99,99,8/23/2015,ct,545,,1,,,,20426,14,4,,
99,99,8/24/2015,ct,546,,1,,,,20426,15,2,,1
99,99,9/7/2015,ct,547,,1,,,,20426,12,2,,1
99,99,10/2/2015,ct,548,,1,,,,20426,11,4,,1
99,99,11/1/2015,ct,549,,1,,,,20426,14,5,1,1
99,99,10/3/2015,ct,550,,1,,,,20426,14,4,1,2
99,99,10/4/2015,ct,551,,1,,,,20426,15,4,1,
99,99,10/5/2015,ct,552,,1,,,,20426,16,2,,1
99,99,10/11/2015,ct,553,,1,,,,20426,15,4,,
99,99,10/13/2015,ct,554,,1,,,,20426,14,4,1,
99,99,10/1/2015,ct,555,,1,,,,20426,16,4,1,1
99,1,11/1/2015,ct,556,,1,,,,20396,14,4,1,1
99,99,8/23/2015,ct,557,,1,,,,20426,17,4,,
99,99,9/26/2015,ct,558,,1,,,,20426,12,5,,1
99,1,11/12/2015,ct,559,,1,,,,20408,14,4,1,1
99,99,9/24/2015,ct,560,,1,,,,20426,13,4,,1
99,1,11/17/2015,ct,561,,1,,,,20426,12,4,1,
99,1,11/18/2015,ct,562,,1,,,,20412,11,4,1,
99,1,10/24/2015,ct,563,,1,,,,20415,13,2,,1
99,1,11/20/2015,ct,564,,1,,,,20415,14,2,,1
99,1,11/6/2015,ct,565,,1,,,,20424,14,1,,
99,1,12/7/2015,ct,566,,1,,,,20473,17,4,1,
99,1,12/28/2015,ct,567,,1,,,,20473,15,4,1,1
99,1,1/2/2016,ct,568,,1,,,,20486,16,2,,
99,1,1/13/2016,ct,569,,1,,,,20487,17,4,,1
99,1,1/7/2016,ct,570,,1,,,,20487,14,2,,
99,1,1/29/2016,ct,571,,1,,,,20487,13,4,1,
99,99,2/3/2016,ct,572,,1,,,,20515,13,4,,
99,1,2/17/2016,ct,573,,1,,,,20515,17,2,,
99,99,3/12/2016,ct,574,,1,,,,20529,16,4,,
99,99,2/17/2016,ct,575,,1,,,,20534,13,4,1,1
99,1,2/25/2016,ct,576,,1,,,,20534,15,2,,
99,1,2/27/2016,ct,577,,1,,,,20535,12,2,,1
99,99,3/1/2016,ct,578,,1,,,,20535,13,4,,
99,99,3/14/2016,ct,579,,1,,,,20535,13,4,1,
99,99,2/27/2016,ct,580,,1,,,,20535,15,4,,
99,99,3/3/2016,ct,581,,1,,,,20535,13,5,,1
99,99,3/16/2016,ct,582,,1,,,,20536,13,4,1,
99,1,3/17/2016,ct,583,,1,,,,20536,14,2,,
99,1,3/20/2016,ct,584,,1,,,,20536,14,4,,
99,1,3/20/2016,ct,585,,1,,,,20536,11,4,,1
99,1,3/21/2016,ct,586,,1,,,,20542,14,4,,1
99,1,3/21/2016,ct,587,,1,,,,20542,15,2,1,
99,1,3/24/2016,ct,588,,1,,,,20542,11,4,1,1
99,1,3/28/2016,ct,589,,1,,,,20543,17,4,1,
1,99,11/13/2015,me,640,,1,,,,20437,16,2,,
1,99,11/17/2015,me,641,,1,,,,20437,14,2,,
1,1,9/15/2015,me,642,,1,,,,20375,16,4,,1
1,99,12/10/2014,me,643,,1,,,,20101,15,4,,1
1,1,2/17/2015,me,644,,1,,,,20153,18,4,,3
1,1,1/28/2015,me,645,,1,,,,20251,14,4,,1
1,99,3/7/2015,me,646,,1,,,,20553,999,999,999,999
1,99,10/2/2015,me,647,,1,,,,20418,15,4,,1
1,1,1/6/2015,me,648,,1,,,,20124,16,4,,1
1,99,8/8/2015,me,649,,1,,,,20411,16,4,,1
1,99,1/16/2016,me,650,,1,,,1,20490,17,2,,1
1,99,8/24/2015,me,651,,1,,,,20348,17,4,,1
1,1,1/6/2016,me,652,,1,,,,20490,15,4,,
1,99,3/11/2015,me,653,,1,,,,20193,16,4,,
1,99,10/30/2015,me,654,,1,,,,20418,15,2,,1
1,1,6/30/2015,me,655,,1,,,,20278,15,4,,1
1,99,12/15/2014,me,656,,1,,,,20101,19,4,,
9,99,2/18/2015,me,657,,1,,,,20156,16,4,,
1,99,2/8/2016,me,658,,1,,,,20530,16,4,,
1,99,2/27/2015,me,659,,1,,,,20251,17,4,,1
1,99,10/8/2014,me,660,,1,1,,,20117,19,4,,1
1,1,2/19/2016,me,661,,1,,,,20507,17,4,,1
1,1,12/22/2014,me,662,,1,,,,20101,13,4,,1
1,99,8/17/2015,me,663,,1,,,,20411,17,4,,1
1,1,1/31/2016,me,664,,1,,,,20490,15,2,,
1,99,3/25/2016,me,665,,1,,,,20552,999,999,999,999
1,99,4/3/2015,me,666,,1,,,,20220,14,4,,
1,99,10/17/2014,me,667,,1,,,,20411,14,4,,1
1,1,2/12/2015,me,668,,1,,,1,20103,17,4,,1
1,99,3/24/2015,me,669,,1,,,,20237,17,4,,1
1,99,1/17/2016,me,670,,1,,,,20490,15,4,,
1,99,2/4/2015,me,671,,1,,,,20152,18,4,,
1,1,10/11/2015,me,672,,1,,,,20418,16,4,,1
1,99,11/7/2014,me,673,,1,,,,20076,17,2,,1
1,99,2/2/2016,me,674,,1,,,,20555,999,999,999,999
9,99,10/14/2014,me,675,,1,,,,20103,15,4,,1
1,1,10/21/2015,me,676,,1,,,1,20382,16,4,,
9,1,4/9/2015,me,677,,1,,,1,20202,18,4,,
1,99,11/20/2015,me,678,,1,,,,20490,13,2,,1
9,99,6/18/2015,me,679,,1,,,,20278,14,4,,
1,1,8/10/2015,me,680,,1,,,,20348,16,4,,1
1,1,1/20/2016,me,681,,1,,,,20490,16,4,,
1,1,12/26/2014,me,682,,1,,,,20101,16,4,,
1,1,6/11/2015,me,683,,1,,,,20278,17,4,,1
1,1,2/4/2016,me,684,,1,,,,20502,16,4,,
1,99,5/13/2015,me,685,,1,,,,20293,16,4,,1
9,99,4/7/2015,me,686,,1,,,,20220,15,4,,
1,99,9/28/2014,me,687,,1,,,,20103,15,4,,1
1,99,12/12/2014,me,688,,1,,,,20103,16,4,,1
1,99,9/3/2015,me,689,,1,,,,20375,15,2,,
1,1,1/29/2016,me,690,,1,1,,,20490,17,4,,
1,1,5/8/2015,me,691,,1,,,1,20249,17,4,,
1,99,2/26/2015,me,692,,1,1,,1,20208,18,4,,1
1,99,7/29/2015,me,693,,1,,,,20310,17,4,,1
1,99,10/5/2015,me,694,,1,,,,20418,16,4,,1
1,99,12/10/2014,me,695,,1,,,,20101,16,4,,1
1,1,9/1/2015,me,696,,1,,,,20375,16,4,,
1,99,11/18/2014,me,697,,1,,,,20076,18,4,,
1,99,7/31/2015,me,698,,1,,,,20311,18,4,,1
1,1,10/1/2015,me,699,,1,1,,,20411,18,4,,1
1,99,9/23/2015,me,700,,1,,,,20375,15,4,,
1,99,10/19/2015,me,701,,1,,,,20482,19,4,,1
1,99,11/6/2014,me,702,,1,,,,20103,14,4,,1
1,99,11/17/2015,me,703,,1,,,,20437,19,2,,1
1,1,4/8/2015,me,704,,1,,,,20251,16,4,,
1,1,12/30/2015,me,705,,1,1,,,20464,17,4,,1
1,99,9/9/2015,me,706,,1,,,,20375,19,4,,1
1,99,4/29/2015,me,707,,1,1,,,20220,17,4,,
1,99,12/10/2014,me,708,,1,,,,20101,18,4,,
1,99,8/10/2015,me,709,,1,,,,20348,17,4,,1
1,99,9/29/2014,me,710,,1,,,,20103,18,4,,1
1,1,2/19/2015,me,711,,1,,,,20156,14,4,,1
1,1,11/25/2014,me,712,,1,,,,20076,15,4,,
1,99,2/10/2015,me,713,,1,1,,,20251,17,2,,
1,99,11/16/2014,me,714,,1,,,,20076,17,4,,1
1,99,11/4/2014,me,715,,1,,,,20103,16,4,,1
1,99,2/17/2015,me,716,,1,,,,20156,16,4,,1
1,99,9/17/2014,me,717,,1,,,,20103,15,4,,1
1,1,1/20/2015,me,718,,1,,,,20124,14,4,,1
1,99,11/3/2015,me,719,,1,1,,,20437,18,2,,1
1,1,3/11/2015,me,720,,1,,,1,20231,17,4,,
1,99,7/26/2015,me,721,,1,,,,20310,16,2,,1
9,99,5/15/2015,me,722,,1,,,,20293,16,4,,
1,99,10/21/2014,me,723,,1,,,,20411,17,4,,1
1,99,12/19/2014,me,724,,1,,,,20101,15,4,,1
1,99,10/14/2014,me,725,,1,,,,20411,16,4,,
1,99,11/17/2015,me,726,,1,,,,20437,12,2,,1
9,1,2/25/2015,me,727,,1,,,,20156,17,2,,
1,1,10/6/2015,me,728,,1,,,,20418,17,4,,1
1,1,10/9/2015,me,729,,1,,,1,20208,18,4,,3
1,99,12/3/2014,me,730,,1,1,,,20101,18,4,,
1,1,1/29/2016,me,731,,1,,,,20493,16,4,,1
1,1,3/9/2016,me,732,,1,,,1,20507,17,4,,1
1,99,3/23/2016,me,733,,1,,,,20552,999,999,999,999
1,1,3/5/2016,me,734,,1,,,,20535,18,4,,
1,99,8/8/2015,me,735,,1,,,,20411,18,4,,1
1,99,10/2/2014,me,736,,1,,,,20411,17,4,,1
9,99,9/30/2014,me,737,,1,,,,20103,16,4,,1
1,99,3/16/2015,me,738,,1,,,,20193,17,4,,1
1,1,2/3/2015,me,739,,1,,,,20156,14,4,,
1,1,2/5/2015,me,740,,1,1,,1,20208,18,4,,
1,99,2/4/2015,me,741,,1,,,,20251,15,4,,
1,1,6/9/2015,me,742,,1,,,,20278,17,2,,1
1,99,2/10/2016,me,743,,1,,,,20502,18,1,,1
1,99,12/1/2015,me,744,,1,,,,20465,16,4,,1
1,99,11/2/2015,me,745,,1,,,,20437,15,4,,
1,99,9/3/2015,me,746,,1,,,,20375,17,4,,
1,99,2/21/2015,me,747,,1,,,,20251,15,4,,
1,1,12/30/2014,me,748,,1,,,,20103,17,4,,
1,99,2/5/2015,me,749,,1,,,,20251,19,4,,
1,1,6/2/2015,me,750,,1,,,,20278,17,4,,
1,99,11/29/2015,me,751,,1,,,,20437,17,4,,
1,1,11/26/2014,me,752,,1,,,,20076,17,2,,
1,99,11/14/2014,me,753,,1,,,,20076,13,4,,1
1,99,7/7/2015,me,754,,1,,,,20411,16,4,,
1,1,8/13/2015,me,755,,1,,,,20348,17,4,,
1,99,8/31/2015,me,756,,1,,,,20348,16,4,,1
1,1,10/30/2014,me,757,,1,,,1,20103,17,4,,1
1,1,5/16/2015,me,758,,1,,,,20250,17,4,,1
1,99,1/8/2016,me,759,,1,,,,20490,16,4,,
1,99,4/6/2015,me,760,,1,,,,20220,14,4,,
1,99,2/18/2015,me,761,,1,,,,20375,13,4,,1
9,99,11/3/2014,me,762,,1,,,,20102,16,4,,1
1,1,2/16/2016,me,763,,1,1,,1,20251,18,4,,1
1,99,11/7/2014,me,764,,1,,,,20076,18,4,,1
1,99,9/29/2014,me,765,,1,,,,20049,16,4,,
1,1,11/20/2015,me,766,,1,1,,,20418,19,4,,1
1,99,12/3/2015,me,767,,1,,,,20538,16,2,,1
1,99,10/3/2014,me,768,,1,,,,20103,14,2,,1
1,1,6/8/2015,me,769,,1,,,,20278,15,4,,1
1,99,9/8/2015,me,770,,1,,,,20375,17,2,,
9,99,11/19/2015,me,771,,1,,,,20437,15,4,,1
1,1,3/21/2016,me,772,,1,,,1,20489,17,2,,
1,1,3/19/2015,me,773,,1,,,,20193,14,4,,
1,99,12/5/2014,me,774,,1,,,,20101,18,4,,
1,1,8/19/2015,me,775,,1,,,1,20321,17,4,,
1,99,10/15/2014,me,776,,1,,,1,20102,18,4,,
1,99,11/7/2014,me,777,,1,,,,20076,16,4,,
1,1,1/26/2016,me,778,,1,,,,20490,16,4,,1
1,99,3/27/2015,me,779,,1,,,,20193,16,2,,1
1,1,10/9/2014,me,780,,1,,,,20411,14,4,,1
1,99,3/17/2015,me,781,,1,,,,20193,17,4,,
8,1,9/4/2015,me,782,,1,,,,20375,17,2,,
1,99,9/9/2015,me,783,,1,,,,20375,16,4,,
1,99,8/19/2015,me,784,,1,,,,20348,15,4,,1
1,99,12/20/2014,me,785,,1,,,,20229,14,4,,
1,1,3/9/2016,me,786,,1,,,,20536,17,4,,1
1,99,12/2/2014,me,787,,1,,,,20101,19,4,,1
1,99,10/23/2015,me,788,,1,,,,20418,17,4,,
1,99,11/20/2015,me,789,,1,,,,20437,13,4,,1
9,99,10/28/2014,me,790,,1,,,,20102,16,4,,
1,1,2/28/2015,me,791,,1,,,,20156,17,4,,1
1,99,8/11/2015,me,792,,1,,,,20348,14,4,,1
1,1,2/12/2016,me,793,,1,,,,20502,16,2,,
1,99,11/17/2015,me,794,,1,,,,20437,15,2,,
1,99,3/24/2016,me,795,,1,,,,20552,999,999,999,999
1,1,5/14/2015,me,796,,1,,,,20249,17,4,,
1,99,3/13/2015,me,797,,1,,,1,20277,17,4,,
1,99,6/3/2015,me,798,,1,,,,20278,13,4,,1
9,99,3/23/2015,me,799,,1,,,,20193,15,4,,1
1,99,9/30/2014,me,800,,1,,,,20103,16,4,,
1,99,9/18/2015,me,801,,1,,,,20375,15,4,,1
1,99,11/19/2014,me,802,,1,,,,20076,17,4,,1
1,1,1/5/2016,me,803,,1,,,,20490,12,4,,
1,1,10/17/2014,me,804,,1,,,1,20192,15,4,,1
1,99,1/2/2016,me,805,,1,,,,20489,17,4,,1
1,1,2/17/2016,me,806,,1,,,,20502,16,4,,1
1,99,9/8/2014,me,807,,1,1,,,20049,18,4,,
1,99,9/25/2015,me,808,,1,,,,20375,15,2,,
1,99,4/18/2015,me,809,,1,,,,20220,14,4,,1
1,99,9/24/2015,me,810,,1,,,,20375,18,4,,1
1,1,8/20/2015,me,811,,1,,,,20348,16,4,,1
1,99,6/2/2014,me,812,,,,,1,20038,17,4,,
1,1,3/11/2015,me,813,,,,,1,20173,21,5,,
8,99,3/1/2016,me,814,,,,,1,20554,19,4,,1
1,1,2/19/2015,me,815,,,,,1,20152,19,4,,1
1,1,5/18/2015,me,816,,,1,,1,20241,18,4,,
1,99,11/5/2013,me,817,,,,,1,20117,19,4,,1
1,1,4/5/2013,me,818,,,,,1,20117,18,4,,
1,1,3/12/2015,me,819,,,,,1,20163,21,4,,1
1,99,2/1/2013,me,820,,,,,1,20117,20,2,,1
1,1,5/7/2014,me,821,,,,,1,20059,19,4,,
1,1,1/16/2015,me,822,,,,,1,20124,18,4,,
1,1,1/14/2016,me,823,,,,,1,20486,20,4,,
1,1,12/31/2012,me,824,,,,,1,20117,21,4,,
8,1,2/23/2016,me,825,,,,,1,20531,19,4,,1
1,99,6/28/2013,me,826,,,,,1,20117,20,4,,1
1,1,4/24/2015,me,828,,,,,1,20220,20,4,,
1,1,12/16/2015,me,829,,,,,1,20453,17,4,,
1,1,2/19/2015,me,830,,,,,1,20152,21,4,,1
1,99,9/15/2014,me,831,,,,,1,20059,16,2,,1
2,1,12/10/2014,me,832,,,,,1,20105,18,4,,
1,99,12/26/2014,me,833,,,,,1,20545,999,999,999,999
1,99,8/20/2014,me,834,,,,,1,20117,18,4,,1
1,1,9/8/2015,me,835,,,1,,1,20117,18,4,,
1,1,7/1/2015,me,836,,,,,1,20285,16,4,1,
99,1,1/21/2015,me,837,,,,,1,20214,16,4,,1
1,99,9/16/2014,me,838,,,,,1,20117,19,4,,1
1,1,12/21/2015,me,839,,,,,1,20535,19,4,,1
1,1,3/4/2016,me,840,,,1,,1,20523,17,4,,1
8,1,7/14/2014,me,841,,,,,1,20117,17,1,,
1,99,2/11/2014,me,842,,,,,1,20117,19,4,,1
1,99,8/6/2014,me,843,,,,,1,20553,999,999,999,999
1,1,8/26/2014,me,844,,,,,1,20352,18,5,,1
1,99,5/15/2015,me,845,,,,,1,20551,999,999,999,999
1,1,12/11/2014,me,846,,,,,1,20070,21,5,,2
1,1,10/16/2014,me,847,,,,,1,20031,20,4,,1
1,1,5/20/2015,me,848,,,,,1,20241,17,4,,
1,1,7/24/2013,me,849,,,,,1,20117,19,4,,
8,99,9/10/2014,me,850,,,,,1,20117,17,4,,
1,1,1/29/2016,me,852,,,,,1,20544,19,2,,1
1,1,9/3/2013,me,853,,,,,1,20117,21,4,,
1,1,2/23/2015,me,854,,,,,1,20154,18,4,,
1,1,11/19/2014,me,855,,,,,1,20117,17,5,,1
1,1,5/18/2015,me,856,,,,,1,20240,19,4,,
1,1,10/27/2014,me,857,,,,,1,20026,18,4,,
1,1,12/2/2015,me,858,,,,,1,20436,19,4,,
1,1,12/17/2015,me,859,,,,,1,20535,18,4,,
1,1,5/9/2014,me,860,,,,,1,20117,21,4,,1
1,1,5/23/2014,me,861,,,,,1,20117,20,4,,
1,1,8/29/2014,me,862,,,,,1,20117,20,4,,
1,1,11/12/2014,me,864,,,,,1,20388,16,4,,1
2,1,1/14/2016,me,865,,,,,1,20486,18,4,,1
1,1,12/31/2014,me,866,,,1,,1,20117,20,5,,
99,1,2/13/2015,me,867,,,,,1,20163,17,4,,1
8,1,2/7/2014,me,868,,,,,1,20117,17,4,,
1,1,12/11/2014,me,871,,,,,1,20117,21,4,,
1,1,3/14/2014,me,872,,,,,1,20117,17,4,,1
8,1,12/17/2015,me,873,,,,,1,20444,18,4,,
1,1,6/3/2015,me,874,,,,,1,20293,20,2,,
1,1,9/26/2014,me,875,,,,,1,20026,17,4,,1
2,1,12/15/2014,me,876,,,,,1,20124,17,4,,
1,1,10/1/2015,me,877,,,,,1,20244,18,4,,1
1,1,9/4/2014,me,878,,,,,1,20117,17,4,1,
1,1,9/10/2014,me,879,,,,,1,20117,18,4,,
1,1,6/3/2015,me,880,,,1,,1,20220,18,4,,
1,1,3/3/2015,me,882,,,,,1,20163,20,4,,
1,1,3/10/2015,me,883,,,,,1,20248,19,4,,
1,1,2/10/2016,me,884,,,,,1,20535,19,2,,1
99,99,6/2/2014,me,885,,,,,1,20038,17,4,,1
8,1,2/10/2016,me,886,,,,,1,20531,18,4,,1
1,1,3/14/2016,me,887,,,1,,1,20117,16,4,,
1,1,10/2/2014,me,888,,,,,1,20117,16,2,1,1
1,1,5/6/2014,me,889,,,,,1,20117,19,4,,
1,1,1/31/2014,me,890,,,,,1,20117,20,4,,1
1,1,10/1/2015,me,891,,,,,1,20258,20,4,,1
1,99,10/9/2014,me,892,,,,,1,20241,19,4,,1
1,1,1/22/2016,me,893,,,,,1,20501,18,5,,
1,1,6/2/2015,me,894,,,,,1,20258,11,4,,
1,99,6/10/2014,me,896,,,,,1,20117,18,2,,
1,1,3/3/2015,me,897,,,,,1,20163,19,4,,
1,1,2/12/2016,me,898,,,,,1,20506,15,4,,
1,1,10/1/2015,me,899,,,,,1,20328,19,4,,
1,99,1/20/2014,me,901,,,,,1,20117,15,4,,
1,1,10/13/2015,me,902,,,,,1,20384,21,4,,
1,99,10/9/2014,me,903,,,1,,1,20304,20,4,,
1,1,8/19/2015,me,904,,,,,1,20327,16,4,,1
1,1,6/26/2014,me,905,,,,,1,20117,15,4,,
1,1,2/15/2016,me,907,,,,,1,20506,18,4,,
1,1,12/14/2015,me,908,,,,,1,20486,14,4,,
1,1,1/26/2015,me,909,,,1,,1,20237,18,4,,2
1,1,1/17/2013,me,910,,,,,1,20117,18,4,,1
1,1,12/11/2015,me,911,,,,,1,20117,21,4,,1
1,1,12/19/2014,me,912,,,,,1,20117,19,4,,1
1,99,11/4/2014,me,913,,,1,,1,20117,18,4,,1
1,1,12/10/2015,me,914,,,,,1,20453,18,4,,
1,1,3/8/2016,me,915,,,1,,1,20117,18,4,,
1,1,6/17/2015,me,917,,,,,1,20258,17,4,,1
1,99,8/19/2015,me,918,,,1,,1,20374,19,2,,1
1,1,12/10/2014,me,919,,,,,1,20073,19,4,,2
8,1,6/3/2015,me,920,,,,,1,20255,15,4,,1
1,99,9/12/2014,me,921,,,,,1,20117,21,4,,
8,1,3/28/2016,me,922,,,,,1,20542,19,4,1,
1,99,5/28/2015,me,923,,,,,1,20548,999,999,999,999
1,1,3/28/2016,me,924,,,,,1,20544,17,4,,1
1,1,3/11/2015,me,925,,,,,1,20163,16,5,,
99,1,3/12/2015,me,927,,,,,1,20180,17,4,,1
1,1,2/26/2014,me,928,,,,,1,20152,18,4,,1
1,99,4/21/2014,me,929,,,,,1,20117,20,4,,1
1,1,4/13/2015,me,930,,,,,1,20202,18,5,,
1,1,9/18/2015,me,931,,,,,1,20535,17,4,,
1,1,6/2/2015,me,933,,,,,1,20255,21,4,,1
1,1,2/12/2015,me,934,,,,,1,20248,20,4,,
8,1,11/17/2015,me,935,,,,,1,20416,19,4,,
1,99,9/23/2014,me,936,,,,,1,20117,20,4,,
1,1,3/26/2015,me,938,,,,,1,20180,17,5,,
1,1,10/27/2014,me,939,,,1,,1,20117,20,2,,
1,1,7/10/2015,me,940,,,,,1,20292,19,4,1,
8,1,1/21/2016,me,941,,,,,1,20531,16,4,,2
1,1,11/4/2014,me,942,,,,,1,20035,18,4,,
8,1,11/27/2015,me,943,,,,,1,20436,17,4,,
1,99,8/22/2015,me,944,,,,,1,20548,999,999,999,999
1,99,1/6/2014,me,945,,,,,1,20202,19,4,,
1,1,11/6/2015,me,946,,,,,1,20535,17,4,,1
8,1,1/11/2015,me,947,,,,,1,20111,21,2,,1
1,99,1/9/2015,me,948,,,,,1,20545,999,999,999,999
1,1,2/10/2016,me,949,,,,,1,20506,14,4,,
1,1,2/26/2016,me,950,,,,,1,20523,17,4,,
8,1,11/3/2015,me,951,,,,,1,20404,16,5,,1
8,1,12/9/2014,me,952,,,,,1,20186,17,4,,
1,1,3/25/2016,me,953,,,,,1,20542,19,2,1,1
1,1,10/2/2015,me,954,,,,,1,20374,18,4,,
1,1,2/2/2015,me,956,,,1,,,20163,19,5,,1
1,99,4/23/2013,me,957,,,1,,,20181,20,4,,
1,1,9/23/2015,me,959,,,1,,,20369,18,4,,
1,1,10/23/2015,me,962,,,1,,,20402,19,4,,1
1,99,12/19/2013,me,966,,,1,,,20411,18,4,,
1,1,5/8/2015,me,968,,,1,,,20208,17,4,,
1,1,5/21/2015,me,969,,,1,,,20247,20,4,1,
1,1,9/19/2014,me,970,,,1,,,20117,18,4,,
1,1,2/26/2014,me,971,,,1,,,20117,19,4,,
1,1,6/30/2015,me,972,,,1,,,20241,11,5,,
1,1,7/2/2014,me,974,,,1,,,20117,19,4,,1
1,99,6/7/2013,me,976,,,1,,,20411,18,4,1,
1,1,8/6/2014,me,977,,,1,,,20117,17,1,,
1,1,7/2/2015,me,978,,,1,,,20310,19,2,,1
1,1,6/4/2015,me,981,,,1,,,20411,19,2,,1
1,99,8/13/2014,me,982,,,1,,,20289,21,4,,
1,1,9/18/2013,me,985,,,1,,,20117,18,4,,
1,1,11/19/2013,me,987,,,1,,,20117,18,4,,1
8,1,6/3/2015,me,988,,,1,,,20283,11,4,,1
1,99,8/25/2014,me,991,,,1,,,20208,19,4,,
1,99,6/10/2014,me,993,,,1,,,20247,17,4,,1
1,1,11/24/2014,me,1000,,,1,,,20117,18,4,,1
1,1,1/14/2015,me,1002,,,1,,,20129,19,4,,1
1,99,4/10/2013,ne,1003,,,1,,,20426,19,999,,1
1,1,7/31/2015,ne,1004,,,1,,,20340,11,999,1,
1,1,8/25/2015,ne,1005,,,1,,,20426,18,999,,
1,99,4/2/2015,ne,1006,,,1,,,20426,19,999,1,
1,1,8/25/2015,ne,1007,,,1,,,20340,11,999,,1
1,99,1/23/2015,ne,1008,,,1,,,20557,999,999,999,999
1,1,3/6/2015,ne,1009,,,1,,,20210,19,999,,1
1,1,8/25/2015,ne,1010,,,1,,,20425,21,999,,
1,99,12/5/2014,ne,1011,,,1,,,20426,18,999,,
1,99,8/14/2013,ne,1012,,,1,,,20426,18,999,,
1,99,12/20/2013,ne,1013,,,1,,,20427,19,999,,1
1,99,10/21/2013,ne,1014,,,1,,,20427,19,999,,1
1,99,8/16/2013,ne,1015,,,1,,,20427,11,999,1,1
8,1,4/9/2015,ne,1016,,,1,,,20427,17,999,,1
99,1,1/22/2016,ne,1017,,,1,,,20480,18,999,1,
1,99,6/8/2014,ne,1018,,,1,,,20427,19,999,1,1
1,1,4/16/2015,ne,1019,,,1,,,20202,11,999,1,1
1,1,5/11/2015,ne,1020,,,1,,,20292,20,999,,1
99,1,12/14/2015,ne,1021,,,1,,,20459,18,999,,1
1,99,1/21/2015,ne,1022,,,1,,,20297,19,999,,1
1,1,4/16/2015,ne,1023,,,1,,,20095,19,999,,
1,99,8/1/2014,ne,1024,,,1,,,20427,19,999,,
1,1,1/6/2015,ne,1025,,,1,,,20107,19,999,,1
1,99,8/16/2013,ne,1026,,,1,,,20427,20,999,1,
1,1,6/12/2015,ne,1027,,,1,,,20388,19,999,,
1,1,12/23/2015,ne,1028,,,1,,,20459,18,999,,1
1,99,11/4/2014,ne,1029,,,1,,,20317,19,999,1,
1,99,2/13/2014,ne,1030,,,1,,,20322,19,999,1,1
1,1,3/21/2016,ne,1031,,,1,,,20377,20,999,1,
1,99,11/21/2014,ne,1032,,,1,,,20427,19,999,,1
1,99,10/7/2013,ne,1033,,,1,,,20427,19,999,,
1,99,5/21/2014,ne,1034,,,1,,,20427,18,999,1,1
1,99,11/2/2015,ne,1035,,,1,,,20492,19,999,,
1,1,2/24/2015,ne,1036,,,1,,,20427,17,999,,1
1,1,11/24/2014,ne,1037,,,1,,,20062,21,999,,1
1,1,6/2/2015,ne,1038,,,1,,,20426,19,999,,
1,1,1/31/2015,ne,1039,,,1,,,20426,18,999,,1
99,99,3/1/2016,ma,1040,,,,,1,20566,999,999,999,999
99,99,9/18/2014,ma,1041,,,,,1,20566,999,999,999,999
99,99,1/1/2016,ma,1042,,,,,1,20566,999,999,999,999
99,99,7/2/2015,ma,1043,,,,,1,20566,999,999,999,999
99,99,2/5/2015,ma,1044,,,,,1,20566,999,999,999,999
99,99,10/21/2014,ma,1045,,,,,1,20566,999,999,999,999
99,99,11/1/2015,ma,1046,,,,,1,20566,999,999,999,999
99,99,10/22/2014,ma,1047,,,,,1,20566,999,999,999,999
99,99,11/1/2015,ma,1048,,,,,1,20566,999,999,999,999
99,99,3/27/2015,ma,1049,,,,,1,20566,999,999,999,999
99,99,4/16/2015,ma,1050,,,,,1,20566,999,999,999,999
99,99,4/22/2015,ma,1051,,,,,1,20566,999,999,999,999
99,99,1/20/2015,ma,1052,,,,,1,20566,999,999,999,999
99,99,3/23/2015,ma,1053,,,,,1,20566,999,999,999,999
99,99,12/1/2015,ma,1054,,,,,1,20566,999,999,999,999
99,99,10/21/2014,ma,1055,,,,,1,20566,999,999,999,999
99,99,12/1/2015,ma,1056,,,,,1,20566,999,999,999,999
99,99,9/8/2014,ma,1057,,,,,1,20566,999,999,999,999
99,99,12/4/2014,ma,1058,,,,,1,20566,999,999,999,999
99,99,11/1/2015,ma,1059,,,,,1,20566,999,999,999,999
99,99,1/8/2015,ma,1060,,,,,1,20566,999,999,999,999
99,99,1/15/2015,ma,1061,,,,,1,20566,999,999,999,999
99,99,3/2/2015,ma,1062,,,,,1,20566,999,999,999,999
99,99,10/9/2014,ma,1063,,,,,1,20566,999,999,999,999
99,99,3/20/2015,ma,1064,,,,,1,20566,999,999,999,999
99,99,4/22/2015,ma,1065,,,,,1,20566,999,999,999,999
99,99,11/1/2015,ma,1066,,,,,1,20566,999,999,999,999
99,99,12/2/2015,ma,1067,,,,,1,20566,999,999,999,999
99,99,12/1/2015,ma,1068,,,,,1,20566,999,999,999,999
99,99,12/1/2015,ma,1069,,,,,1,20566,999,999,999,999
99,99,3/1/2016,ma,1070,,,,,1,20566,999,999,999,999
99,99,10/22/2014,ma,1071,,,,,1,20566,999,999,999,999
