ssndataquality,dobdataquality,firstentrydate,state,matchingpersonalid,isbcpp,isbcpes,istlp,ismgh,issop,whenupdateddate,cleandashage,cleandashrace,cleandashethnicity,cleandashgender
2,99,11/20/2015,mi,110001325,1,,,,,20565,999,999,999,999
8,99,1/25/2016,mi,110001326,1,,,,,20565,999,999,999,999
8,99,4/29/2015,mi,110001328,1,,,,,20427,17,4,,
8,99,3/17/2016,mi,110001329,1,,,,,20563,999,999,999,999
8,99,2/28/2015,mi,110001331,1,,,,,20425,17,4,,1
8,99,2/28/2015,mi,110001332,1,,,,,20425,16,4,,
8,1,11/10/2015,mi,110001333,1,,,,,20452,17,4,,
2,1,9/8/2015,mi,110001334,1,,,,,20404,16,2,,1
8,99,11/10/2015,mi,110001335,1,,,,,20565,999,999,999,999
8,99,2/1/2016,mi,110001336,1,,,,,20565,999,999,999,999
8,99,5/7/2015,mi,110001337,1,,,,,20425,14,4,,
8,99,9/8/2015,mi,110001338,1,,,,,20429,17,4,,
8,99,6/11/2015,mi,110001339,1,,,,,20425,17,5,,1
8,99,9/5/2014,mi,110001340,1,,,,,20426,17,4,,
8,99,10/22/2014,mi,110001341,1,,,,,20425,15,4,,
8,99,1/11/2016,mi,110001342,1,,,,,20565,999,999,999,999
8,99,3/2/2016,mi,110001343,1,,,,,20565,999,999,999,999
2,1,9/9/2015,mi,110001344,1,,,,,20425,17,4,,
8,99,2/16/2015,mi,110001345,1,,,,,20425,16,4,,
8,1,10/8/2015,mi,110001346,1,,,,,20425,15,4,,
2,1,11/11/2015,mi,110001347,1,,,,,20425,15,4,,
8,1,1/25/2016,mi,110001348,1,,,,,20496,15,4,,
8,99,2/11/2015,mi,110001349,1,,,,,20425,17,1,,
8,99,9/4/2015,mi,110001350,1,,,,,20425,17,5,,
8,1,3/13/2015,mi,110001352,1,,,,,20425,16,4,,
99,99,9/24/2013,il,110001353,1,,,,,20427,12,4,,1
8,1,3/5/2015,il,110001354,1,,,,,20430,17,4,,1
8,99,8/25/2015,il,110001355,1,,,,,20426,15,4,1,
8,1,3/19/2015,il,110001356,1,,,,,20430,15,4,1,
8,1,5/18/2015,il,110001357,1,,,,,20426,13,4,,1
8,1,2/18/2016,il,110001358,1,,,,,20517,15,,1,1
8,1,3/16/2015,il,110001359,1,,,,,20430,16,4,1,
8,1,6/15/2015,il,110001360,1,,,,,20426,14,4,,1
8,1,12/29/2015,il,110001361,1,,,,,20459,16,1,,1
8,1,3/30/2015,il,110001362,1,,,,,20430,18,4,,1
8,1,12/5/2014,il,110001363,1,,,,,20427,14,1,,1
8,99,5/11/2015,il,110001364,1,,,,,20563,17,2,,1
8,1,8/11/2015,il,110001365,1,,,,,20430,16,2,,1
8,1,8/18/2015,il,110001366,1,,,,,20430,18,4,,
99,1,10/5/2015,il,110001367,1,,,,,20377,17,4,,
8,99,10/10/2014,il,110001368,1,,,,,20426,15,4,,
8,1,2/3/2015,il,110001369,1,,,,,20427,15,4,,
8,99,11/4/2015,il,110001370,1,,,,,20555,999,999,999,999
8,99,2/16/2015,il,110001371,1,,,,,20427,13,4,1,
8,1,3/17/2015,il,110001372,1,,,,,20429,17,4,,
8,1,12/17/2014,il,110001373,1,,,,,20430,17,3,,
99,99,6/3/2015,il,110001374,1,,,,,20359,14,4,1,
8,99,8/6/2014,il,110001375,1,,,,,20425,12,4,,
8,99,10/2/2014,il,110001376,1,,,,,20426,16,5,,
8,1,5/11/2015,il,110001377,1,,,,,20430,17,4,,1
8,1,9/17/2015,il,110001378,1,,,,,20426,11,4,,1
99,99,6/30/2015,il,110001379,1,,,,,20426,12,2,,1
99,1,10/20/2015,il,110001380,1,,,,,20383,17,2,,
8,1,10/20/2014,il,110001381,1,,,,,20430,15,4,,
8,1,10/20/2015,il,110001382,1,,,,,20412,17,4,,1
8,99,11/12/2015,il,110001383,1,,,,,20552,999,999,999,999
8,1,10/14/2013,il,110001384,1,,,,,20427,16,4,1,
99,99,10/11/2013,il,110001385,1,,,,,20360,13,2,,1
99,99,10/20/2014,il,110001386,1,,,,,20427,13,2,,
8,1,10/18/2015,il,110001387,1,,,,,20412,17,4,1,
8,99,1/21/2015,il,110001388,1,,,,,20427,17,4,1,
8,1,6/25/2015,il,110001389,1,,,,,20426,15,4,,1
8,1,11/21/2014,il,110001390,1,,,,,20430,14,4,1,1
8,99,11/13/2014,il,110001391,1,,,,,20426,12,4,,1
8,1,10/18/2015,il,110001392,1,,,,,20412,16,1,,1
8,1,1/23/2015,il,110001393,1,,,,,20430,16,1,,
8,1,2/24/2015,il,110001394,1,,,,,20430,16,4,,1
99,1,10/5/2015,il,110001395,1,,,,,20380,17,4,,
2,1,3/16/2016,il,110001396,1,,,,,19996,16,5,,1
8,1,8/17/2015,il,110001397,1,,,,,20430,16,4,,
8,99,11/5/2015,il,110001398,1,,,,,20535,13,4,1,1
8,1,3/22/2016,il,110001399,1,,,,,19996,15,4,1,
8,99,6/6/2014,il,110001400,1,,,,,20425,16,4,1,1
8,1,2/24/2014,il,110001401,1,,,,,20426,15,4,,1
8,99,10/6/2014,il,110001402,1,,,,,20426,13,4,,1
8,99,12/1/2015,il,110001403,1,,,,,20492,17,4,,1
8,99,10/1/2014,il,110001404,1,,,,,20426,12,4,,
8,99,6/13/2014,il,110001405,1,,,,,20427,14,4,1,1
8,99,12/3/2015,il,110001406,1,,,,,20492,16,4,1,
8,99,2/16/2015,il,110001407,1,,,,,20427,14,4,1,
8,1,8/24/2015,il,110001408,1,,,,,20426,16,4,,1
8,99,7/15/2014,il,110001409,1,,,,,20426,17,4,,
8,99,1/22/2015,il,110001410,1,,,,,20427,13,4,1,
1,1,3/29/2016,il,110001411,1,,,,,20093,16,2,999,
8,1,2/8/2016,il,110001412,1,,,,,20518,11,4,,
8,99,11/21/2014,il,110001413,1,,,,,20426,12,4,1,
8,1,11/7/2014,il,110001414,1,,,,,20430,17,4,1,1
8,1,11/6/2015,il,110001415,1,,,,,20404,16,4,,1
8,1,3/16/2016,il,110001416,1,,,,,20538,13,4,1,
8,99,12/18/2013,il,110001417,1,,,,,20427,15,2,,
8,1,12/1/2014,il,110001418,1,,,,,20430,17,4,,1
8,1,3/24/2015,il,110001419,1,,,,,20426,13,4,,1
8,99,5/18/2015,il,110001420,1,,,,,20426,14,4,1,
8,99,1/12/2015,il,110001421,1,,,,,20427,11,4,1,
8,1,10/2/2014,il,110001422,1,,,,,20430,16,4,1,1
8,1,8/11/2015,il,110001423,1,,,,,20426,13,4,,
8,99,1/14/2014,il,110001424,1,,,,,20426,15,4,,1
8,1,9/11/2015,il,110001425,1,,,,,20426,17,4,,
8,1,4/28/2015,il,110001426,1,,,,,20426,16,4,,1
99,1,9/15/2015,il,110001427,1,,,,,20359,17,4,1,
8,1,3/9/2016,il,110001428,1,,,,,20528,17,1,,1
8,1,2/2/2014,il,110001429,1,,,,,20430,15,4,,1
8,99,6/4/2015,il,110001430,1,,,,,20558,14,4,,
8,1,5/1/2014,il,110001431,1,,,,,20427,11,4,1,1
8,99,10/3/2015,il,110001432,1,,,,,20564,999,999,999,999
8,1,11/20/2015,il,110001433,1,,,,,20412,13,4,1,
8,1,1/24/2014,il,110001434,1,,,,,20430,16,4,,1
8,99,3/18/2014,il,110001435,1,,,,,20426,12,4,1,
8,99,2/27/2014,il,110001436,1,,,,,20426,16,4,,1
8,99,2/16/2015,il,110001437,1,,,,,20427,17,4,1,
8,99,10/8/2014,il,110001438,1,,,,,20427,17,4,,
8,1,10/29/2015,il,110001439,1,,,,,20440,16,4,,999
99,99,5/4/2015,il,110001440,1,,,,,20427,13,4,1,1
8,1,2/25/2015,il,110001441,1,,,,,20429,15,4,,1
99,99,5/6/2015,il,110001442,1,,,,,20427,11,4,,
99,99,11/24/2014,il,110001443,1,,,,,20360,16,2,,1
99,1,4/17/2015,il,110001444,1,,,,,20427,17,4,,1
8,99,11/5/2015,il,110001445,1,,,,,20535,13,4,1,1
8,99,2/15/2016,il,110001446,1,,,,,20551,999,999,999,999
8,1,10/20/2014,il,110001447,1,,,,,20430,17,4,,1
99,1,10/7/2015,il,110001448,1,,,,,20377,12,2,,1
8,1,1/26/2015,il,110001449,1,,,,,20427,12,4,1,1
8,1,11/12/2014,il,110001450,1,,,,,20430,17,4,,1
8,99,9/16/2014,il,110001451,1,,,,,20426,15,4,,
8,1,1/19/2016,il,110001452,1,,,,,20488,11,4,,1
8,1,9/29/2014,il,110001453,1,,,,,20430,17,,1,1
8,1,8/26/2015,il,110001454,1,,,,,20426,11,4,1,1
8,1,1/13/2015,il,110001455,1,,,,,20430,15,4,,
8,1,2/9/2015,il,110001456,1,,,,,20426,11,4,1,1
99,99,7/17/2014,il,110001457,1,,,,,20355,14,2,,1
8,1,3/15/2016,il,110001458,1,,,,,20538,16,4,,1
8,1,8/10/2015,il,110001459,1,,,,,20430,18,5,1,
8,99,12/2/2015,il,110001460,1,,,,,20538,12,4,1,
8,1,2/5/2015,il,110001461,1,,,,,20430,14,2,,1
8,99,3/1/2016,il,110001462,1,,,,,20564,999,999,999,999
8,1,6/9/2015,il,110001463,1,,,,,20430,17,4,,
8,1,4/8/2015,il,110001464,1,,,,,20426,11,4,,1
8,99,4/30/2015,il,110001465,1,,,,,20425,14,4,,1
8,1,5/25/2015,il,110001466,1,,,,,20426,15,4,,
8,1,8/25/2015,il,110001467,1,,,,,20426,14,4,1,1
8,1,12/4/2014,il,110001468,1,,,,,20427,12,4,,1
8,99,10/13/2014,il,110001469,1,,,,,20426,17,4,,
8,1,11/25/2014,il,110001470,1,,,,,20430,17,4,1,1
99,99,12/7/2014,il,110001471,1,,,,,20360,16,2,,1
8,99,3/24/2016,il,110001472,1,,,,,20572,999,999,999,999
8,1,11/30/2015,il,110001473,1,,,,,20439,14,4,1,
99,1,10/22/2015,il,110001474,1,,,,,20387,14,4,,
8,99,11/17/2015,il,110001475,1,,,,,20492,17,4,,1
8,1,11/21/2014,il,110001476,1,,,,,20430,14,4,1,1
99,1,10/6/2015,il,110001477,1,,,,,20377,16,4,,1
8,1,1/23/2015,il,110001478,1,,,,,20430,16,1,,
8,1,4/14/2015,il,110001479,1,,,,,20430,17,4,1,1
8,99,2/12/2015,il,110001480,1,,,,,20427,16,4,1,1
8,99,1/7/2015,il,110001481,1,,,,,20427,14,4,,
8,1,2/23/2015,il,110001482,1,,,,,20430,17,4,,1
8,1,9/28/2015,il,110001483,1,,,,,20426,15,4,,
8,1,10/8/2014,il,110001484,1,,,,,20430,17,4,,1
8,1,6/22/2015,il,110001485,1,,,,,20426,16,4,1,
8,1,4/22/2015,il,110001486,1,,,,,20430,17,4,1,1
8,99,4/4/2014,il,110001487,1,,,,,20426,15,4,,
99,1,6/18/2015,il,110001488,1,,,,,20359,13,2,,
8,1,10/22/2014,il,110001489,1,,,,,20430,15,4,,1
8,1,8/18/2015,il,110001490,1,,,,,20430,14,4,,1
8,1,1/26/2015,il,110001491,1,,,,,20429,14,4,,1
8,1,4/13/2015,il,110001492,1,,,,,20430,17,4,,1
8,1,9/3/2015,il,110001493,1,,,,,20426,11,4,,1
8,99,5/29/2014,il,110001494,1,,,,,20427,15,4,,1
99,99,10/28/2014,il,110001495,1,,,,,20360,16,2,,1
8,1,12/9/2015,il,110001496,1,,,,,20460,17,4,1,1
8,1,11/20/2015,il,110001497,1,,,,,20412,16,4,1,
8,99,2/18/2015,il,110001498,1,,,,,20426,13,4,1,
8,1,1/27/2016,il,110001499,1,,,,,20488,16,4,1,
8,99,12/2/2015,il,110001500,1,,,,,20563,999,999,999,999
8,1,11/26/2014,il,110001501,1,,,,,20430,15,4,1,
99,99,4/1/2014,il,110001502,1,,,,,20427,12,4,1,
8,1,7/15/2015,il,110001503,1,,,,,20426,16,4,,1
8,1,11/20/2014,il,110001504,1,,,,,20426,15,2,,1
8,99,1/15/2015,il,110001505,1,,,,,20427,13,4,1,1
9,1,2/17/2016,il,110001506,1,,,,,20530,17,2,,1
8,1,5/4/2015,il,110001507,1,,,,,20430,17,4,,
8,99,9/3/2014,il,110001508,1,,,,,20426,14,4,1,1
8,99,10/3/2015,il,110001509,1,,,,,20565,999,999,999,999
8,1,7/14/2015,il,110001510,1,,,,,20426,16,2,,
8,1,3/9/2015,il,110001511,1,,,,,20430,17,4,,1
8,1,7/27/2015,il,110001512,1,,,,,20426,15,2,,1
8,99,12/30/2014,il,110001513,1,,,,,20427,14,1,,
8,1,8/13/2014,il,110001514,1,,,,,20427,16,4,,
99,99,12/16/2014,il,110001515,1,,,,,20360,11,1,,1
8,1,3/3/2015,il,110001516,1,,,,,20426,17,4,,
8,1,3/10/2015,il,110001517,1,,,,,20430,17,4,,
8,99,1/19/2016,il,110001518,1,,,,,20551,999,999,999,999
99,99,7/14/2014,il,110001519,1,,,,,20359,16,4,1,
8,99,10/2/2015,il,110001520,1,,,,,20564,999,999,999,999
8,99,10/2/2015,il,110001521,1,,,,,20564,999,999,999,999
8,1,1/7/2015,il,110001522,1,,,,,20427,14,1,,1
99,99,4/1/2014,il,110001523,1,,,,,20427,16,4,1,
8,99,10/3/2015,il,110001524,1,,,,,20565,999,999,999,999
8,99,12/12/2015,il,110001525,1,,,,,20563,999,999,999,999
8,1,12/23/2015,il,110001526,1,,,,,20460,12,4,1,1
8,1,1/21/2015,il,110001527,1,,,,,20427,12,4,,1
8,99,8/4/2014,il,110001528,1,,,,,20427,11,4,,1
8,99,9/13/2014,il,110001529,1,,,,,20426,17,4,,
99,1,10/26/2015,il,110001530,1,,,,,20426,12,2,,
8,1,1/29/2015,il,110001531,1,,,,,20425,14,4,,1
8,1,3/24/2015,il,110001532,1,,,,,20426,17,4,1,1
99,99,10/24/2014,il,110001533,1,,,,,20360,17,5,,
99,99,2/19/2014,il,110001534,1,,,,,20427,16,4,1,
8,99,5/15/2014,il,110001535,1,,,,,20426,12,4,,
99,99,3/25/2014,il,110001536,1,,,,,20360,13,2,,1
8,1,9/28/2015,il,110001537,1,,,,,20426,13,,1,
8,99,10/3/2015,il,110001538,1,,,,,20565,999,999,999,999
8,99,12/23/2014,il,110001539,1,,,,,20429,15,4,1,1
8,99,12/17/2014,il,110001540,1,,,,,20426,11,4,,1
8,1,7/8/2015,il,110001541,1,,,,,20427,17,4,1,
8,99,12/2/2014,il,110001542,1,,,,,20426,15,4,,1
99,99,11/6/2014,il,110001543,1,,,,,20427,17,2,,
8,99,2/5/2015,il,110001544,1,,,,,20426,12,4,,
8,1,10/20/2014,il,110001545,1,,,,,20427,16,4,,
8,1,10/16/2014,il,110001546,1,,,,,20430,16,4,1,1
99,1,4/14/2015,il,110001547,1,,,,,20426,17,4,1,1
8,99,5/22/2014,il,110001548,1,,,,,20426,13,4,,
8,99,3/16/2016,il,110001549,1,,,,,20552,999,999,999,999
8,1,1/28/2015,il,110001550,1,,,,,20430,16,4,,1
99,1,2/5/2015,il,110001551,1,,,,,20427,15,2,1,1
8,1,2/26/2014,il,110001552,1,,,,,20427,14,4,,
8,99,1/22/2015,il,110001553,1,,,,,20429,13,4,,
8,99,2/23/2015,il,110001554,1,,,,,20426,12,4,1,
2,1,10/19/2015,il,110001555,1,,,,,20348,12,4,1,
8,99,11/19/2015,il,110001556,1,,,,,20492,16,4,,1
8,1,3/9/2015,il,110001557,1,,,,,20430,16,4,,1
8,1,3/16/2015,il,110001558,1,,,,,20429,16,4,1,1
99,99,3/16/2015,il,110001559,1,,,,,20355,13,5,,1
99,99,12/21/2015,il,110001560,1,,,,,20571,999,999,999,999
99,99,3/2/2015,il,110001561,1,,,,,20360,14,2,,1
8,99,2/16/2015,il,110001562,1,,,,,20427,13,4,1,1
8,1,10/9/2014,il,110001563,1,,,,,20427,15,4,,
8,99,1/12/2016,il,110001564,1,,,,,20563,999,999,999,999
1,1,3/16/2015,il,110001565,1,,,,,19177,14,2,,
8,1,9/16/2015,il,110001566,1,,,,,20426,13,4,,1
99,99,1/16/2015,il,110001567,1,,,,,20360,14,2,,1
8,99,9/19/2014,il,110001568,1,,,,,20426,16,4,,1
8,99,12/23/2015,il,110001569,1,,,,,20565,999,999,999,999
8,1,1/12/2015,il,110001570,1,,,,,20430,16,4,1,
8,99,5/1/2014,il,110001571,1,,,,,20426,14,4,1,
8,99,11/4/2014,il,110001572,1,,,,,20427,16,4,,
8,99,10/13/2014,il,110001573,1,,,,,20427,14,4,999,999
8,99,12/23/2015,il,110001574,1,,,,,20565,999,999,999,999
8,1,2/25/2016,il,110001575,1,,,,,20528,13,4,,
8,99,12/4/2014,il,110001576,1,,,,,20425,12,2,,1
8,1,6/15/2015,il,110001577,1,,,,,20430,15,4,,
8,1,4/3/2015,il,110001578,1,,,,,20426,14,4,1,1
99,1,7/6/2015,il,110001579,1,,,,,20359,16,2,,
8,1,7/15/2014,il,110001580,1,,,,,20426,17,2,,
8,1,9/29/2014,il,110001581,1,,,,,20430,17,1,1,1
99,1,10/20/2015,il,110001582,1,,,,,20387,15,4,,1
8,99,7/21/2014,il,110001583,1,,,,,20427,16,2,,
8,99,2/13/2014,il,110001584,1,,,,,20521,11,2,,
8,99,12/3/2015,il,110001585,1,,,,,20492,16,4,,1
8,1,6/19/2015,il,110001586,1,,,,,20426,13,2,,
8,1,12/5/2014,il,110001587,1,,,,,20427,17,4,,
8,1,4/6/2015,il,110001588,1,,,,,20430,16,4,,1
8,99,10/3/2014,il,110001589,1,,,,,20426,17,4,,1
8,99,1/15/2015,il,110001590,1,,,,,20426,17,4,,
8,1,12/30/2015,il,110001591,1,,,,,20458,17,4,,
8,1,6/17/2015,il,110001592,1,,,,,20430,17,4,1,1
99,99,12/22/2014,il,110001593,1,,,,,20359,15,4,1,1
8,99,11/24/2014,il,110001594,1,,,,,20427,16,4,,
8,1,4/22/2015,il,110001595,1,,,,,20426,15,4,1,
8,1,4/13/2015,il,110001596,1,,,,,20426,13,4,1,
8,99,6/18/2014,il,110001597,1,,,,,20426,14,4,,1
8,1,10/2/2014,il,110001598,1,,,,,20430,14,4,,
8,1,10/30/2014,il,110001599,1,,,,,20430,17,4,,1
8,1,9/28/2015,il,110001600,1,,,,,20426,13,4,1,
8,1,9/11/2015,il,110001601,1,,,,,20426,15,4,,1
8,99,9/22/2014,il,110001602,1,,,,,20425,16,4,,1
8,1,8/12/2015,il,110001603,1,,,,,20430,17,4,,1
8,1,8/17/2015,il,110001604,1,,,,,20430,13,4,,
99,99,2/3/2014,il,110001605,1,,,,,20355,15,2,,1
8,1,9/24/2014,il,110001606,1,,,,,20427,13,4,,
8,1,5/7/2014,il,110001607,1,,,,,20425,12,4,1,1
8,1,12/1/2015,il,110001608,1,,,,,20439,11,4,,
99,99,5/9/2015,il,110001609,1,,,,,20427,17,2,,
99,1,10/14/2015,il,110001610,1,,,,,20426,15,5,,
8,1,10/9/2014,il,110001611,1,,,,,20430,17,1,,1
8,99,11/20/2015,il,110001612,1,,,,,20565,999,999,999,999
8,99,5/22/2015,il,110001613,1,,,,,20552,999,999,999,999
8,1,2/25/2016,il,110001614,1,,,,,20517,13,,1,
8,99,12/10/2014,il,110001615,1,,,,,20425,15,4,,1
99,1,10/21/2015,il,110001616,1,,,,,20387,16,4,1,1
2,1,1/7/2015,il,110001617,1,,,,,20291,16,2,,1
8,1,1/23/2015,il,110001618,1,,,,,20430,16,4,1,
8,1,11/11/2014,il,110001619,1,,,,,20427,14,4,,
8,1,11/3/2014,il,110001620,1,,,,,20430,14,4,,
8,1,1/22/2015,il,110001621,1,,,,,20429,12,4,,
8,1,1/18/2016,il,110001622,1,,,,,20482,14,4,,1
8,1,12/15/2014,il,110001623,1,,,,,20430,17,4,,1
99,99,2/25/2015,il,110001624,1,,,,,20360,14,2,,1
8,1,11/3/2014,il,110001625,1,,,,,20430,17,4,,
8,1,11/20/2015,il,110001626,1,,,,,20412,15,4,,
8,1,3/4/2015,il,110001627,1,,,,,20430,17,4,1,
8,1,9/25/2015,il,110001628,1,,,,,20426,11,4,,1
8,99,8/4/2014,il,110001629,1,,,,,20426,11,4,,
8,99,9/28/2015,il,110001630,1,,,,,20552,999,999,999,999
8,99,12/2/2015,il,110001631,1,,,,,20564,999,999,999,999
8,1,3/2/2015,il,110001632,1,,,,,20430,17,4,,1
8,99,5/21/2014,il,110001633,1,,,,,20426,12,4,,1
8,99,8/29/2014,il,110001634,1,,,,,20427,13,4,,1
8,99,3/19/2015,il,110001635,1,,,,,20429,16,4,1,1
99,99,9/16/2014,il,110001636,1,,,,,20359,13,4,1,1
99,1,9/15/2015,il,110001637,1,,,,,20359,11,4,1,1
8,1,3/2/2014,il,110001638,1,,,,,20430,16,4,,
8,99,11/13/2014,il,110001639,1,,,,,20427,16,4,,1
8,99,10/3/2015,il,110001640,1,,,,,20565,999,999,999,999
8,99,9/26/2014,il,110001641,1,,,,,20374,13,2,,
8,1,3/2/2016,il,110001642,1,,,,,20528,14,4,,
8,99,7/23/2014,il,110001643,1,,,,,20427,13,4,1,1
8,1,12/23/2015,il,110001644,1,,,,,20459,13,4,1,1
8,1,1/22/2015,il,110001645,1,,,,,20426,15,4,1,
8,99,5/14/2014,il,110001646,1,,,,,20426,14,4,,1
8,1,3/5/2015,il,110001647,1,,,,,20430,17,4,1,1
8,99,7/2/2014,il,110001648,1,,,,,20427,17,4,,
8,1,10/6/2014,il,110001649,1,,,,,20430,16,4,,1
8,1,1/19/2015,il,110001650,1,,,,,20429,12,4,1,
8,1,5/19/2015,il,110001651,1,,,,,20426,12,4,,1
8,1,8/17/2015,il,110001652,1,,,,,20430,15,2,,1
8,1,3/9/2015,il,110001653,1,,,,,20430,16,1,,1
8,1,9/8/2015,il,110001654,1,,,,,20426,11,4,,
8,1,6/1/2015,il,110001655,1,,,,,20430,17,4,,1
8,99,11/27/2013,il,110001656,1,,,,,20427,15,2,,1
99,99,4/15/2014,il,110001657,1,,,,,20359,14,4,1,1
8,1,2/17/2015,il,110001658,1,,,,,20430,14,4,,1
8,99,10/6/2014,il,110001659,1,,,,,20426,12,4,,1
1,1,2/24/2016,il,110001660,1,,,,,18828,13,4,,
99,99,1/28/2015,il,110001661,1,,,,,20359,11,4,1,1
8,1,6/29/2015,il,110001662,1,,,,,20426,17,2,,1
8,99,2/23/2015,il,110001663,1,,,,,20425,15,4,,1
8,1,9/8/2015,il,110001664,1,,,,,20426,16,4,,
8,99,7/20/2015,il,110001665,1,,,,,20564,999,999,999,999
99,99,2/3/2015,il,110001666,1,,,,,20359,11,4,1,
99,1,10/19/2015,il,110001667,1,,,,,20383,13,4,1,
8,99,11/24/2014,il,110001668,1,,,,,20427,15,4,1,1
8,99,10/7/2013,il,110001669,1,,,,,20427,14,4,,
8,1,9/4/2014,il,110001670,1,,,,,20425,13,4,,1
8,99,2/12/2015,il,110001671,1,,,,,20427,15,4,1,1
9,1,11/23/2015,il,110001672,1,,,,,20424,15,4,,
99,99,10/15/2014,il,110001673,1,,,,,20376,999,999,999,999
99,1,1/28/2015,il,110001674,1,,,,,20427,14,4,1,
8,99,10/16/2014,il,110001675,1,,,,,20427,11,4,,1
8,99,2/5/2014,il,110001676,1,,,,,20427,15,2,,1
8,1,9/30/2015,il,110001677,1,,,,,20426,13,4,1,1
8,1,5/29/2015,il,110001678,1,,,,,20425,15,4,,
8,1,3/18/2015,il,110001679,1,,,,,20426,11,4,,1
8,1,11/20/2015,il,110001680,1,,,,,20412,16,4,1,1
8,1,12/4/2014,il,110001681,1,,,,,20430,17,1,,1
8,99,2/17/2015,il,110001682,1,,,,,20426,16,4,,
8,1,7/13/2015,il,110001683,1,,,,,20426,16,4,,1
8,1,11/3/2014,il,110001684,1,,,,,20430,14,4,,
8,1,12/3/2015,il,110001685,1,,,,,20492,17,4,,1
8,1,2/11/2015,il,110001686,1,,,,,20430,15,5,1,
8,1,9/15/2015,il,110001687,1,,,,,20426,16,2,,1
8,1,1/11/2016,il,110001688,1,,,,,20476,17,4,,1
8,1,1/19/2016,il,110001689,1,,,,,20488,13,4,,1
8,99,10/15/2014,il,110001690,1,,,,,20426,14,4,,
8,99,4/14/2015,il,110001691,1,,,,,20426,11,4,1,1
8,99,9/2/2015,il,110001692,1,,,,,20563,999,999,999,999
9,1,12/21/2015,il,110001693,1,,,,,20444,15,4,,1
8,1,2/3/2015,il,110001694,1,,,,,20427,15,4,,
8,99,4/2/2015,il,110001695,1,,,,,20569,999,999,999,999
99,99,12/3/2013,il,110001696,1,,,,,20427,16,2,,
8,99,6/26/2015,il,110001697,1,,,,,20426,12,2,,
8,99,7/28/2014,il,110001698,1,,,,,20427,14,4,,1
8,99,11/20/2015,il,110001699,1,,,,,20564,999,999,999,999
8,99,8/6/2014,il,110001700,1,,,,,20427,12,4,,
8,1,9/29/2014,il,110001701,1,,,,,20430,15,4,,1
8,99,12/7/2015,il,110001702,1,,,,,20570,999,999,999,999
8,1,7/9/2014,il,110001703,1,,,,,20427,11,4,,1
8,99,2/13/2014,il,110001704,1,,,,,20427,15,4,,
8,99,3/22/2016,il,110001705,1,,,,,20563,999,999,999,999
8,1,4/20/2015,il,110001706,1,,,,,20430,16,4,1,
99,99,9/29/2014,il,110001707,1,,,,,20359,16,4,,
8,1,3/19/2015,il,110001708,1,,,,,20426,16,4,,1
8,1,5/14/2015,il,110001709,1,,,,,20427,13,4,,1
8,1,3/23/2015,il,110001710,1,,,,,20426,16,4,1,1
8,1,6/23/2015,il,110001711,1,,,,,20430,17,4,,1
99,1,11/6/2014,il,110001712,1,,,,,19996,14,4,,1
8,99,7/23/2014,il,110001713,1,,,,,20427,14,4,1,1
8,99,12/10/2014,il,110001714,1,,,,,20426,13,4,1,1
8,99,9/19/2014,il,110001715,1,,,,,20427,16,2,,1
8,1,2/2/2014,il,110001716,1,,,,,20430,13,4,,1
1,1,1/26/2015,il,110001717,1,,,,,20430,12,2,,
8,99,7/14/2014,il,110001718,1,,,,,20427,11,4,,1
8,1,9/29/2014,il,110001719,1,,,,,20430,15,4,,1
8,1,3/2/2015,il,110001720,1,,,,,20430,15,4,,
8,1,10/2/2015,il,110001721,1,,,,,20412,14,4,,1
99,99,3/16/2015,il,110001722,1,,,,,20355,16,2,,
8,1,11/10/2014,il,110001723,1,,,,,20430,17,4,,
99,1,10/20/2015,il,110001724,1,,,,,20390,14,4,,1
8,1,8/17/2015,il,110001725,1,,,,,20430,18,2,,1
8,99,11/24/2015,il,110001726,1,,,,,20566,999,999,999,999
8,99,11/5/2015,il,110001727,1,,,,,20535,12,4,1,1
8,1,12/8/2014,il,110001728,1,,,,,20430,15,4,1,
8,1,12/31/2014,il,110001729,1,,,,,20427,17,4,,1
99,99,5/9/2015,il,110001730,1,,,,,20431,13,2,,1
8,1,12/5/2015,il,110001731,1,1,,,,20476,15,4,,
8,99,11/20/2014,il,110001732,1,,,,,20426,16,4,1,1
99,99,2/23/2015,il,110001733,1,,,,,20359,14,4,1,
8,99,5/29/2014,il,110001734,1,,,,,20427,11,4,,1
8,99,7/30/2014,il,110001735,1,,,,,20427,16,4,,
99,99,10/29/2014,il,110001736,1,,,,,20360,17,4,1,1
8,99,2/26/2014,il,110001737,1,,,,,20426,13,4,1,
8,1,10/2/2015,il,110001738,1,,,,,20412,16,4,,1
1,99,9/30/2015,il,110001739,1,,,,,18834,15,2,,
8,99,1/13/2016,il,110001740,1,,,,,20563,999,999,999,999
8,99,6/8/2015,il,110001741,1,,,,,20426,11,2,,1
8,1,1/26/2015,il,110001742,1,,,,,20430,16,4,,1
99,1,3/16/2015,il,110001743,1,,,,,19647,14,2,,1
8,1,5/14/2015,il,110001744,1,,,,,20426,13,4,1,
8,1,10/7/2014,il,110001745,1,,,,,20430,16,4,1,1
8,99,8/7/2015,il,110001746,1,,,,,20426,15,4,1,1
8,1,10/10/2015,il,110001747,1,,,,,18654,12,2,,
8,99,10/3/2015,il,110001748,1,,,,,20565,999,999,999,999
